2015-12-05T10:52:58,2015-12-05T10:57:06,247
2016-05-22T09:53:08,2016-05-22T10:01:09,480
2016-06-24T08:46:03,2016-06-24T08:51:01,297
2016-06-03T19:33:00,2016-06-03T19:50:12,1032
2018-02-26T11:53:37.279000,2018-02-26T11:56:36.245000,178
2015-06-30T18:18:00,2015-06-30T18:37:00,1161
2018-03-04T01:38:06.729000,2018-03-04T01:46:24.973000,498
2016-01-05T11:40:14,2016-01-05T11:43:24,190
2013-07-01T19:58:20,2013-07-01T20:05:24,424
2017-08-15T16:31:51,2017-08-15T16:38:28,397
