03-09-2016,54,75,41,5.3,0
03-09-2017,58.4,64.9,48.9,14.9,0.06
03-09-2018,36.8,44.1,30.9,14.0,0
03-10-2013,41.2,54,34,5.5,0
03-10-2014,41.9,51.1,35.1,8.7,0
03-10-2015,40.7,54,33.1,4.6,0.11
03-10-2016,70,78.1,64,6.7,0
03-10-2017,42.1,64.9,33.1,12.3,0
03-10-2018,37.4,44.1,30.9,14.0,0
03-11-2013,44.5,54,34,7.4,0
03-11-2014,52.3,64.9,37,7.0,0
03-11-2015,46.4,60.1,33.1,7.5,0.44
03-11-2016,61.2,78.1,54,9.7,0.04
03-11-2017,26.3,48.9,19.9,17.7,0.24
03-11-2018,38.9,46,33.1,10.3,0
03-12-2013,50.4,55.9,39.9,13.7,0.07
03-12-2014,48.1,64.9,39,7.4,0
03-12-2015,45.3,60.1,37,16.4,0.02
03-12-2016,49.6,66,41,7.2,0
03-12-2017,26.6,32,19.9,16.2,0
03-12-2018,38.2,46,33.1,10.5,0
03-13-2013,45.4,55.9,41,11.5,0.72
03-13-2014,28.8,54,19,20.9,0.35
03-13-2015,37.1,46.9,30.9,8.4,0
03-13-2016,56.7,64,41,5.6,0
03-13-2017,28.4,37,21.9,9.1,0
03-13-2018,37.3,43,33.1,14.1,0.21
03-14-2013,36.8,52,30,17.3,0
03-14-2014,29.7,44.1,19,12.9,0
03-14-2015,43.6,51.8,37.4,7.1,0.21
03-14-2016,47.6,64,41,12.0,0.02
03-14-2017,32.1,37,23,19.5,0.32
03-14-2018,36.7,42.1,32,16.3,0.05
03-15-2013,37,48,30.9,13.7,0
03-15-2014,47.9,57.9,39,11.1,0
03-15-2015,44.1,51.1,37,14.0,0.81
03-15-2016,48,57,41,12.8,0.17
03-15-2017,26.1,34,23,17.1,0.71
03-15-2018,38.6,48,32,15.0,0
03-16-2013,38.3,48,31.1,8.0,0
03-16-2014,37.7,57.9,30,14.2,0
03-16-2015,40.2,51.1,36,9.3,0
03-16-2016,53.5,64.9,44.1,3.2,0
03-16-2017,31.8,41,23,16.3,0
03-16-2018,37.6,48,34,16.7,0
03-17-2013,34.1,41,30,10.4,0.08
03-17-2014,28.3,33.1,23,9.3,0
03-17-2015,47.9,54,36,10.6,0
03-17-2016,52.2,64.9,45,7.6,0.02
03-17-2017,38.8,48.9,27,11.5,0
03-17-2018,36.4,48,28.9,14.8,0
03-18-2013,33,37.9,28.9,9.9,0
03-18-2014,32.1,41,23,9.4,0
03-18-2015,33.7,37.9,28.9,19.6,0.01
03-18-2016,53,64,45,13.3,0.04
03-18-2017,38.1,48.9,32,8.9,0
03-18-2018,37.4,48,28.9,11.6,0
03-19-2013,36.5,44.1,28.9,11.8,0.72
03-19-2014,35.8,45,27,9.4,0
03-19-2015,33.5,42.1,28,10.7,0
03-19-2016,43.5,57,37,7.0,0
03-19-2017,40.4,48,34,13.0,0.07
03-19-2018,39.8,46.9,30,7.0,0
03-20-2013,39.5,45,34,12.5,0.16
03-20-2014,45.3,53.1,30.9,11.4,0.99
03-20-2015,34.4,42.1,28.9,8.4,0
03-20-2016,38.9,46.9,33.1,12.7,0
03-20-2017,44,54,36,10.0,0
03-20-2018,35.9,46.9,30.9,9.8,0
03-21-2013,36.4,45,32,8.0,0
03-21-2014,43.7,53.1,39,14.1,0
03-21-2015,34.9,46.9,28.9,7.1,0.29
03-21-2016,39.6,50,33.1,10.4,0.14
03-21-2017,50.6,62.1,37,6.4,0
03-21-2018,35.7,39.9,30.9,15.1,0
03-22-2013,34.9,41,30,13.0,0
03-22-2014,48.4,63,37,9.7,0
03-22-2015,39.9,48,28.9,13.8,0.01
03-22-2016,43.8,55,37,13.6,0.07
03-22-2017,42.9,62.1,30.9,16.7,0
03-22-2018,39.6,51.1,32,13.8,0.64
03-23-2013,39.3,45,30.2,13.3,0
03-23-2014,41.5,63,35.1,11.0,0
03-23-2015,30.5,44.1,24.1,12.3,0
03-23-2016,57.4,71.1,50,9.1,0
03-23-2017,32,51.1,26.1,10.9,0
03-23-2018,42.7,51.1,33.1,11.0,0.01
03-24-2013,39.6,46,34,10.1,0
03-24-2014,28.1,42.1,21.9,12.8,0
03-24-2015,33.6,44.1,24.1,7.4,0
03-24-2016,50.1,71.1,44.1,11.2,0
03-24-2017,44.1,57.9,26.1,9.0,0
03-24-2018,43.3,51.1,37,10.2,0
03-25-2013,39.2,46,34,10.2,0
03-25-2014,31.6,37.9,21.9,7.5,0
03-25-2015,39.1,48,26.1,5.7,0
03-25-2016,55.9,73,44.1,7.9,0
03-25-2017,54.2,57.9,37.9,6.9,0
03-25-2018,40.4,51.1,35.1,11.0,0
03-26-2013,42.4,50,37,6.7,0.16
03-26-2014,33.4,37.9,26.1,16.8,0
03-26-2015,45.2,57,32,4.4,0.05
03-26-2016,47,73,39,10.5,0.07
03-26-2017,42.2,57,39,12.2,0.1
03-26-2018,40.4,50,34,9.1,0
03-27-2013,44.3,52,37.9,10.4,0
03-27-2014,30.1,42.1,23,12.7,0
03-27-2015,44.9,57,37.9,7.7,0.52
03-27-2016,45.8,54,39,6.8,0
03-27-2017,42.3,50,39,8.4,0.02
03-27-2018,39.4,50,34,5.8,0
03-28-2013,43.8,52,37.9,12.4,0
03-28-2014,44.9,60.1,23,8.1,0
03-28-2015,37.6,46,33.1,10.7,0.28
03-28-2016,47.3,62.1,42.8,11.2,0.19
03-28-2017,43.5,50,39,8.8,0.42
03-28-2018,43.7,52,35.1,5.5,0.04
03-29-2013,47,55,39,10.1,0
03-29-2014,48.3,60.1,37.9,6.7,0.03
03-29-2015,33.5,46,27,10.3,0
03-29-2016,49.7,63,43,21.8,0.32
03-29-2017,49.1,59,42.1,9.9,0.43
03-29-2018,49.6,53.1,39,5.2,0.03
03-30-2013,48.1,57.9,41,8.2,0
03-30-2014,44.1,55,41,12.4,1.97
03-30-2015,42.2,55,27,10.8,0
03-30-2016,45.4,53.1,39,10.7,0
03-30-2017,45.9,59,41,8.7,0
03-30-2018,50.1,60.1,43,6.3,0.02
03-31-2013,47.6,57.9,39.9,7.4,0
03-31-2014,42.1,53.1,35.6,15.2,0.29
03-31-2015,42.8,55,34,9.6,0
03-31-2016,57.2,70,39,11.1,0
03-31-2017,42.9,46,39.2,10.5,0.33
03-31-2018,47.1,60.1,39.9,10.7,0.04
04-01-2013,49.9,62.1,43,10.1,0.14
04-01-2014,45.9,59,36,8.5,0.02
04-01-2015,39.8,51.1,34,8.5,0.14
04-01-2016,62.6,79,48.9,9.1,0
04-01-2017,42.2,48,39,17.2,1.78
04-01-2018,50.4,59,39.9,11.0,0
04-02-2013,39.3,46.9,34,14.9,0.01
04-02-2014,45.6,59,39,5.7,0
04-02-2015,49.9,63,34,8.4,0
04-02-2016,56.3,79,48.9,6.9,0.01
04-02-2017,50.6,63,39,9.7,0.01
04-02-2018,39.8,59,32,8.1,0.4
04-03-2013,39.8,46.9,34,14.7,0
04-03-2014,50.7,64,41,3.9,0
04-03-2015,59.2,63,39,9.5,0
04-03-2016,42.3,61,35.1,19.7,0.24
04-03-2017,56.4,63,43,7.0,0
04-03-2018,40.8,44.1,32,7.0,0.15
04-04-2013,40.6,50,34,10.3,0
04-04-2014,44.7,51.1,39.2,9.8,0.09
04-04-2015,52,63,46.9,14.3,0.04
04-04-2016,39.7,50,35.1,9.4,0.11
04-04-2017,50.1,63,45,11.3,1.6
04-04-2018,45.9,57,39,9.3,0.28
04-05-2013,48.4,61,35.1,8.2,0
04-05-2014,45.3,54,39,12.8,0.17
04-05-2015,50.1,62.1,43,11.2,0
04-05-2016,33.3,45,27,13.3,0.5
04-05-2017,51.7,63,45,5.4,0.03
04-05-2018,41.6,57,35.1,18.2,0.11
04-06-2013,43.9,61,37,12.0,0
04-06-2014,44.9,59,37,9.7,0
04-06-2015,46.7,62.1,39,7.8,0
04-06-2016,39,48,27,9.9,0
04-06-2017,46,53.1,42.8,12.1,0.02
04-06-2018,44.8,62.1,35.1,10.7,0
04-07-2013,46.2,54,37,12.4,0
04-07-2014,46.1,59,37,6.9,0
04-07-2015,50.6,60.1,39,7.7,0.01
04-07-2016,52,60.1,32,12.8,0
04-07-2017,50.1,54,43,13.2,0.83
04-07-2018,45.7,62.1,37,10.5,0.09
04-08-2013,55.9,72,39.9,5.5,0
04-08-2014,51,64.9,41,10.7,0.99
04-08-2015,43,57,39.9,12.3,0.16
04-08-2016,48.9,60.1,44.1,13.7,0.15
04-08-2017,47.4,57.9,42.1,16.0,0
04-08-2018,38.9,48.9,33.1,12.2,0
04-09-2013,63.2,81,46.9,7.6,0.01
04-09-2014,51.4,64.9,43,13.2,0.01
04-09-2015,39.3,46,37,12.4,0
04-09-2016,41.1,46.9,37.4,8.1,0
04-09-2017,54.4,68,42.1,8.8,0
04-09-2018,38.7,48.9,33.1,10.6,0
